model,model_group,finding,dimension,group,n,auroc,ece,sensitivity,specificity,fpr,fnr
ConvNeXtV2-Base,clean,Support Devices,Race,Black,849,0.7290258628458142,0.006760357806540817,0.6459854014598541,0.6296296296296297,0.37037037037037035,0.35401459854014594
ConvNeXtV2-Base,clean,Support Devices,Race,Asian,1856,0.7424483059292476,0.006722776809051776,0.6642376681614349,0.7222222222222222,0.2777777777777778,0.3357623318385651
ConvNeXtV2-Base,clean,Support Devices,Race,Other,2510,0.7168315345125282,0.005771211421273839,0.6785567855678557,0.6901408450704225,0.3098591549295775,0.3214432144321443
RAD-DINO,overlap,Atelectasis,Gender,Female,1807,0.8028371113048532,0.014406200680478074,0.8170045045045045,0.6774193548387096,0.32258064516129037,0.18299549549549554
RAD-DINO,overlap,Atelectasis,Gender,Male,2748,0.8602724594992636,0.005919592586631262,0.8376288659793815,0.78125,0.21875,0.16237113402061853
RAD-DINO,overlap,Atelectasis,Age,<50,1063,0.8864739884393064,0.011054050884393166,0.8053949903660886,0.8,0.19999999999999996,0.19460500963391136
RAD-DINO,overlap,Atelectasis,Age,50-70,1938,0.7848963775687914,0.009471767653312568,0.8296760710553814,0.7083333333333334,0.29166666666666663,0.17032392894461856
RAD-DINO,overlap,Atelectasis,Age,70+,1554,0.8093692022263451,0.007592640748052045,0.8454545454545455,0.6428571428571429,0.3571428571428571,0.15454545454545454
RAD-DINO,overlap,Atelectasis,Race,White,2532,0.8556270993245784,0.008126369714793745,0.8335334133653461,0.7272727272727273,0.2727272727272727,0.16646658663465386
RAD-DINO,overlap,Atelectasis,Race,Asian,468,0.7079913606911448,0.007114468225190087,0.8034557235421166,0.6,0.4,0.19654427645788342
RAD-DINO,overlap,Atelectasis,Race,Other,677,0.8779456193353474,0.01582366877657271,0.8111782477341389,0.8666666666666667,0.1333333333333333,0.18882175226586106
RAD-DINO,overlap,Cardiomegaly,Gender,Female,2341,0.9406599489891221,0.016340443366228644,0.858297078931013,0.8702185792349727,0.1297814207650273,0.14170292106898696
RAD-DINO,overlap,Cardiomegaly,Gender,Male,3416,0.9437445215682778,0.020409581297486972,0.8692919983242564,0.8707482993197279,0.12925170068027214,0.1307080016757436
RAD-DINO,overlap,Cardiomegaly,Age,<50,1411,0.9693252180661707,0.010890731735984663,0.8719441210710128,0.9402173913043478,0.05978260869565222,0.12805587892898718
RAD-DINO,overlap,Cardiomegaly,Age,50-70,2272,0.942782277316325,0.020885204165427336,0.8583719391131701,0.8830486202365309,0.11695137976346914,0.1416280608868299
RAD-DINO,overlap,Cardiomegaly,Age,70+,2074,0.9024666139518538,0.022107921343023827,0.8671586715867159,0.7633928571428571,0.2366071428571429,0.1328413284132841
RAD-DINO,overlap,Cardiomegaly,Race,White,3077,0.9369607669963889,0.025076564758925727,0.8636363636363636,0.8621761658031089,0.13782383419689115,0.13636363636363635
RAD-DINO,overlap,Cardiomegaly,Race,Black,504,0.9611822224406064,0.03613137892041954,0.9007444168734491,0.8613861386138614,0.13861386138613863,0.09925558312655092
RAD-DINO,overlap,Cardiomegaly,Race,Asian,621,0.9324953232650454,0.023651681660172823,0.8316831683168316,0.880184331797235,0.11981566820276501,0.16831683168316836
RAD-DINO,overlap,Cardiomegaly,Race,Other,967,0.9501673328995073,0.03442443595566809,0.85,0.8876080691642652,0.11239193083573484,0.15000000000000002
RAD-DINO,overlap,Consolidation,Gender,Female,2289,0.9606019821363024,0.019832426192813,0.8904109589041096,0.9232839838492598,0.0767160161507402,0.1095890410958904
RAD-DINO,overlap,Consolidation,Gender,Male,2994,0.9486088279566142,0.015115418950732307,0.8901890189018902,0.8964418481147106,0.10355815188528938,0.10981098109810983
RAD-DINO,overlap,Consolidation,Age,<50,1552,0.9724622875617451,0.013620114350895784,0.8924050632911392,0.937847866419295,0.06215213358070504,0.10759493670886078
RAD-DINO,overlap,Consolidation,Age,50-70,2081,0.9437729701809802,0.026989452910746517,0.8836601307189542,0.89209726443769,0.10790273556231,0.11633986928104578
RAD-DINO,overlap,Consolidation,Age,70+,1650,0.9477333333333333,0.021283805555628515,0.8962962962962963,0.8974358974358975,0.10256410256410253,0.10370370370370374
RAD-DINO,overlap,Consolidation,Race,White,2900,0.9554507370150889,0.01457220727202417,0.8875968992248062,0.9143468950749465,0.08565310492505351,0.11240310077519378
RAD-DINO,overlap,Consolidation,Race,Black,345,0.9172596241561759,0.0502517056069514,0.8333333333333334,0.8850574712643678,0.11494252873563215,0.16666666666666663
RAD-DINO,overlap,Consolidation,Race,Asian,628,0.9533008775465907,0.03178442761995716,0.9188191881918819,0.8907563025210085,0.10924369747899154,0.08118081180811809
RAD-DINO,overlap,Consolidation,Race,Other,924,0.9538816888364581,0.023358734924648877,0.8763250883392226,0.9173166926677067,0.08268330733229334,0.12367491166077738
RAD-DINO,overlap,Edema,Gender,Female,4298,0.8956446621218328,0.015251859398077133,0.7671191553544495,0.8596134282807731,0.14038657171922686,0.23288084464555048
RAD-DINO,overlap,Edema,Gender,Male,5688,0.8985735222308564,0.015936117282220184,0.775375939849624,0.8610335195530726,0.1389664804469274,0.22462406015037595
RAD-DINO,overlap,Edema,Age,<50,2172,0.9147812483640205,0.014169499435492392,0.7342430149447693,0.909952606635071,0.09004739336492895,0.2657569850552307
RAD-DINO,overlap,Edema,Age,50-70,4072,0.8961065309750389,0.018315674433266427,0.7814634146341464,0.8455366098294884,0.15446339017051158,0.21853658536585363
RAD-DINO,overlap,Edema,Age,70+,3742,0.8844378770875113,0.015765437238622653,0.7811971592830571,0.8394904458598726,0.16050955414012735,0.2188028407169429
RAD-DINO,overlap,Edema,Race,White,5529,0.894558436839825,0.014277976793654171,0.7645648525533445,0.8586156111929307,0.14138438880706927,0.2354351474466555
RAD-DINO,overlap,Edema,Race,Black,653,0.8973818372403278,0.022947903499422183,0.7589098532494759,0.8806818181818182,0.11931818181818177,0.2410901467505241
RAD-DINO,overlap,Edema,Race,Asian,998,0.9092454496897983,0.023658943865614235,0.7759562841530054,0.8721804511278195,0.1278195488721805,0.22404371584699456
RAD-DINO,overlap,Edema,Race,Other,1411,0.8898816127489411,0.03189126791179084,0.7512388503468781,0.8557213930348259,0.14427860696517414,0.2487611496531219
RAD-DINO,overlap,Enlarged Cardiomediastinum,Gender,Female,1382,0.8860334860873993,0.031526583267776624,0.8551532033426184,0.7849462365591398,0.21505376344086025,0.14484679665738165
RAD-DINO,overlap,Enlarged Cardiomediastinum,Gender,Male,1999,0.8761972754724199,0.04124643287751639,0.8542944785276073,0.7594654788418709,0.24053452115812912,0.14570552147239269
RAD-DINO,overlap,Enlarged Cardiomediastinum,Age,<50,1179,0.8677630687973998,0.035037809353758324,0.765625,0.8504875406283857,0.14951245937161428,0.234375
RAD-DINO,overlap,Enlarged Cardiomediastinum,Age,50-70,1289,0.8957445594820457,0.023003029518827746,0.8743589743589744,0.7886540600667408,0.21134593993325923,0.12564102564102564
RAD-DINO,overlap,Enlarged Cardiomediastinum,Age,70+,913,0.8464553544645537,0.04255603681676097,0.8958904109589041,0.6058394160583942,0.3941605839416058,0.1041095890410959
RAD-DINO,overlap,Enlarged Cardiomediastinum,Race,White,1865,0.8779123381127641,0.03380647426234087,0.8639575971731449,0.7528868360277137,0.24711316397228633,0.1360424028268551
RAD-DINO,overlap,Enlarged Cardiomediastinum,Race,Black,210,0.8912337662337662,0.030506176271846017,0.8392857142857143,0.7727272727272727,0.2272727272727273,0.1607142857142857
RAD-DINO,overlap,Enlarged Cardiomediastinum,Race,Asian,369,0.8903079324535262,0.05905094538208069,0.8981481481481481,0.7777777777777778,0.2222222222222222,0.10185185185185186
RAD-DINO,overlap,Enlarged Cardiomediastinum,Race,Other,612,0.8771207761879573,0.04629287422786618,0.8044692737430168,0.8267898383371824,0.17321016166281755,0.1955307262569832
RAD-DINO,overlap,Lung Opacity,Gender,Female,5820,0.8774565041102019,0.004378379509088293,0.8113917248790973,0.810126582278481,0.189873417721519,0.18860827512090272
RAD-DINO,overlap,Lung Opacity,Gender,Male,8629,0.856969973583392,0.004505896321582355,0.8144540644540644,0.7859424920127795,0.21405750798722045,0.18554593554593557
RAD-DINO,overlap,Lung Opacity,Age,<50,3237,0.8933514641488779,0.008642754092622483,0.7730706075533662,0.8802083333333334,0.11979166666666663,0.2269293924466338
RAD-DINO,overlap,Lung Opacity,Age,50-70,5914,0.8640181281608834,0.005289841132848621,0.8185490953802916,0.8099547511312217,0.19004524886877827,0.18145090461970836
RAD-DINO,overlap,Lung Opacity,Age,70+,5298,0.8188689172160095,0.006012683877263427,0.8310404960279015,0.656934306569343,0.34306569343065696,0.16895950397209847
RAD-DINO,overlap,Lung Opacity,Race,White,8189,0.8557501343989371,0.0051411945061891895,0.8104649689598379,0.7702702702702703,0.22972972972972971,0.18953503104016212
RAD-DINO,overlap,Lung Opacity,Race,Black,760,0.8701234041039867,0.017400067862739815,0.7753120665742025,0.8205128205128205,0.17948717948717952,0.22468793342579751
RAD-DINO,overlap,Lung Opacity,Race,Asian,1640,0.8905129819802363,0.00923730228994409,0.825566750629723,0.7884615384615384,0.21153846153846156,0.17443324937027704
RAD-DINO,overlap,Lung Opacity,Race,Other,2122,0.8726539650501418,0.01044868016284357,0.793171697179614,0.8613861386138614,0.13861386138613863,0.206828302820386
RAD-DINO,overlap,Pleural Effusion,Gender,Female,6383,0.9597246657407557,0.009308630049276035,0.8975496408956485,0.9005457853244391,0.09945421467556093,0.10245035910435152
RAD-DINO,overlap,Pleural Effusion,Gender,Male,9419,0.9466768730986553,0.00981982006644105,0.8964939237323648,0.8676991150442478,0.1323008849557522,0.1035060762676352
RAD-DINO,overlap,Pleural Effusion,Age,<50,3648,0.9583199841778226,0.015647802896066966,0.8730986527596697,0.9161098737936154,0.08389012620638459,0.1269013472403303
RAD-DINO,overlap,Pleural Effusion,Age,50-70,6617,0.9526320368591077,0.006280646197908716,0.9016848364717542,0.8823155216284987,0.11768447837150131,0.09831516352824576
RAD-DINO,overlap,Pleural Effusion,Age,70+,5537,0.9401423516004558,0.0067160796522243785,0.90367275126457,0.8333333333333334,0.16666666666666663,0.09632724873542997
RAD-DINO,overlap,Pleural Effusion,Race,White,8991,0.9488414324516878,0.005923661662583729,0.8948747815958067,0.8737635421573245,0.12623645784267545,0.10512521840419331
RAD-DINO,overlap,Pleural Effusion,Race,Black,796,0.9522589355209775,0.02502927973084224,0.8713450292397661,0.9222614840989399,0.07773851590106007,0.1286549707602339
RAD-DINO,overlap,Pleural Effusion,Race,Asian,1866,0.9647140328165081,0.01474448451350834,0.9222144358794674,0.8883826879271071,0.11161731207289294,0.07778556412053261
RAD-DINO,overlap,Pleural Effusion,Race,Other,2394,0.9546337592688865,0.019672128235690377,0.8842039018250472,0.893167701863354,0.10683229813664596,0.11579609817495284
RAD-DINO,overlap,Pneumonia,Gender,Female,359,0.8634880090818788,0.08811832479000936,0.7777777777777778,0.8189655172413793,0.18103448275862066,0.2222222222222222
RAD-DINO,overlap,Pneumonia,Gender,Male,551,0.8787037037037038,0.06883138413226733,0.7749287749287749,0.85,0.15000000000000002,0.22507122507122512
RAD-DINO,overlap,Pneumonia,Age,<50,247,0.8606512141280354,0.10954010274558437,0.7880794701986755,0.7916666666666666,0.20833333333333337,0.21192052980132448
RAD-DINO,overlap,Pneumonia,Age,50-70,333,0.8870864375550749,0.07013307979131364,0.7853881278538812,0.868421052631579,0.13157894736842102,0.21461187214611877
RAD-DINO,overlap,Pneumonia,Age,70+,330,0.8685983827493262,0.08240758185116448,0.7589285714285714,0.8490566037735849,0.15094339622641506,0.2410714285714286
RAD-DINO,overlap,Pneumonia,Race,White,513,0.8815538932335939,0.06074398047013624,0.7794117647058824,0.8728323699421965,0.12716763005780352,0.22058823529411764
RAD-DINO,overlap,Pneumonia,Race,Black,55,0.780701754385965,0.15419280809592056,0.5555555555555556,0.8421052631578947,0.1578947368421053,0.4444444444444444
RAD-DINO,overlap,Pneumonia,Race,Asian,122,0.8883116883116883,0.07547564206956629,0.8051948051948052,0.8222222222222222,0.1777777777777778,0.19480519480519476
RAD-DINO,overlap,Pneumonia,Race,Other,139,0.8539377289377289,0.1661445470109303,0.7802197802197802,0.7708333333333334,0.22916666666666663,0.21978021978021978
RAD-DINO,overlap,Pneumothorax,Gender,Female,4009,0.8737270821138066,0.019508255761795507,0.8348530901722391,0.7650562541363336,0.2349437458636664,0.16514690982776092
RAD-DINO,overlap,Pneumothorax,Gender,Male,5916,0.8475615146992651,0.030460836487199924,0.8349267049075845,0.7133655394524959,0.2866344605475041,0.16507329509241553
RAD-DINO,overlap,Pneumothorax,Age,<50,3093,0.8610827797376921,0.036263511083804975,0.8466334164588528,0.7398515931907464,0.26014840680925355,0.15336658354114718
RAD-DINO,overlap,Pneumothorax,Age,50-70,4146,0.8605915601627447,0.029717177007310334,0.8535528596187175,0.7169117647058824,0.28308823529411764,0.14644714038128248
RAD-DINO,overlap,Pneumothorax,Age,70+,2686,0.8480624800255672,0.020329714998680158,0.7833333333333333,0.7540747842761265,0.2459252157238735,0.21666666666666667
RAD-DINO,overlap,Pneumothorax,Race,White,5485,0.8512200777636532,0.028432032919804825,0.8320503848845346,0.7209072978303748,0.27909270216962523,0.16794961511546536
RAD-DINO,overlap,Pneumothorax,Race,Black,478,0.918251640832286,0.03498009649731054,0.8602150537634409,0.8207792207792208,0.17922077922077917,0.13978494623655913
RAD-DINO,overlap,Pneumothorax,Race,Asian,1204,0.851796447809392,0.028579865588726466,0.868421052631579,0.6740139211136891,0.3259860788863109,0.13157894736842102
RAD-DINO,overlap,Pneumothorax,Race,Other,1629,0.8633190852438726,0.03013080066407543,0.7704402515723271,0.8100686498855835,0.18993135011441653,0.2295597484276729
RAD-DINO,overlap,Support Devices,Gender,Female,6659,0.807407275448035,0.00505800776429852,0.894549945962637,0.6318681318681318,0.36813186813186816,0.10545005403736296
RAD-DINO,overlap,Support Devices,Gender,Male,10156,0.8119451647679263,0.0059001768338337035,0.8802773811951866,0.6342857142857142,0.36571428571428577,0.11972261880481339
RAD-DINO,overlap,Support Devices,Age,<50,4522,0.7904760296941113,0.005949024963430857,0.8957237594328836,0.5838926174496645,0.4161073825503355,0.10427624056711637
RAD-DINO,overlap,Support Devices,Age,50-70,7299,0.8136692958129249,0.005095093916416594,0.8868458274398868,0.62882096069869,0.37117903930131,0.11315417256011318
RAD-DINO,overlap,Support Devices,Age,70+,4994,0.8284694644198777,0.0040824981712044755,0.8758264462809917,0.6883116883116883,0.3116883116883117,0.12417355371900829
RAD-DINO,overlap,Support Devices,Race,White,9238,0.8293547433765454,0.005035651609072185,0.8810641627543035,0.6643835616438356,0.3356164383561644,0.11893583724569645
RAD-DINO,overlap,Support Devices,Race,Black,849,0.8090925475353699,0.006949464529526089,0.8880778588807786,0.6296296296296297,0.37037037037037035,0.11192214111922139
RAD-DINO,overlap,Support Devices,Race,Asian,1856,0.7882100149476833,0.013891716504099741,0.8890134529147982,0.625,0.375,0.11098654708520184
RAD-DINO,overlap,Support Devices,Race,Other,2510,0.7762821290184733,0.009373186373737586,0.8745387453874539,0.5774647887323944,0.4225352112676056,0.1254612546125461
CheXzero,overlap,Atelectasis,Gender,Female,1807,0.8356400755594304,0.005915933043941283,0.8896396396396397,0.6774193548387096,0.32258064516129037,0.11036036036036034
CheXzero,overlap,Atelectasis,Gender,Male,2748,0.8257317746686303,0.005085500388510225,0.9079528718703976,0.59375,0.40625,0.09204712812960236
CheXzero,overlap,Atelectasis,Age,<50,1063,0.9190366088631986,0.008447703138928623,0.848747591522158,0.8,0.19999999999999996,0.15125240847784205
CheXzero,overlap,Atelectasis,Age,50-70,1938,0.742968477882271,0.0037885060294772037,0.9022988505747126,0.4583333333333333,0.5416666666666667,0.0977011494252874
CheXzero,overlap,Atelectasis,Age,70+,1554,0.8061688311688313,0.0032394529067636714,0.9337662337662338,0.6428571428571429,0.3571428571428571,0.0662337662337662
CheXzero,overlap,Atelectasis,Race,White,2532,0.8377654091939806,0.003987228023779412,0.9043617446978791,0.6363636363636364,0.36363636363636365,0.09563825530212089
CheXzero,overlap,Atelectasis,Race,Asian,468,0.8449244060475162,0.007830601843388673,0.9092872570194385,0.6,0.4,0.09071274298056153
CheXzero,overlap,Atelectasis,Race,Other,677,0.9069486404833838,0.009016533487760757,0.8700906344410876,0.8,0.19999999999999996,0.12990936555891242
CheXzero,overlap,Cardiomegaly,Gender,Female,2341,0.9310733340804968,0.0189987180310816,0.8974518334369174,0.8142076502732241,0.18579234972677594,0.10254816656308263
CheXzero,overlap,Cardiomegaly,Gender,Male,3416,0.9435556136393153,0.01655990335232585,0.8986175115207373,0.8415937803692906,0.15840621963070944,0.10138248847926268
CheXzero,overlap,Cardiomegaly,Age,<50,1411,0.965297109885104,0.012967589019278632,0.8917345750873108,0.9184782608695652,0.08152173913043481,0.1082654249126892
CheXzero,overlap,Cardiomegaly,Age,50-70,2272,0.9404454934510045,0.020356233741779847,0.8921244209133025,0.8423127463863338,0.1576872536136662,0.10787557908669754
CheXzero,overlap,Cardiomegaly,Age,70+,2074,0.8998802934457917,0.030908915355034407,0.9071340713407134,0.7008928571428571,0.2991071428571429,0.09286592865928656
CheXzero,overlap,Cardiomegaly,Race,White,3077,0.931952131417805,0.02202554446390526,0.8953598484848485,0.8269430051813471,0.1730569948186529,0.10464015151515149
CheXzero,overlap,Cardiomegaly,Race,Black,504,0.9597818342628308,0.028431591976892948,0.9354838709677419,0.7821782178217822,0.2178217821782178,0.06451612903225812
CheXzero,overlap,Cardiomegaly,Race,Asian,621,0.928388921841493,0.03811179524983569,0.8762376237623762,0.8248847926267281,0.1751152073732719,0.12376237623762376
CheXzero,overlap,Cardiomegaly,Race,Other,967,0.9503114251185275,0.025563037151650567,0.8870967741935484,0.8674351585014409,0.13256484149855907,0.11290322580645162
CheXzero,overlap,Consolidation,Gender,Female,2289,0.9579914821438448,0.009705397945820144,0.8854296388542964,0.9091520861372813,0.09084791386271873,0.11457036114570363
CheXzero,overlap,Consolidation,Gender,Male,2994,0.9545456935497054,0.015569006532546826,0.8946894689468947,0.8890069038767924,0.11099309612320762,0.10531053105310528
CheXzero,overlap,Consolidation,Age,<50,1552,0.9704465215315125,0.02156474912562349,0.9008438818565401,0.9322820037105751,0.06771799628942488,0.09915611814345993
CheXzero,overlap,Consolidation,Age,50-70,2081,0.9440669884975266,0.021554178531491115,0.8705882352941177,0.8860182370820668,0.11398176291793316,0.12941176470588234
CheXzero,overlap,Consolidation,Age,70+,1650,0.9567772079772081,0.017845552854742156,0.9066666666666666,0.8758974358974358,0.12410256410256415,0.09333333333333338
CheXzero,overlap,Consolidation,Race,White,2900,0.956508432514981,0.01145751945683096,0.8905038759689923,0.8972162740899358,0.10278372591006424,0.10949612403100772
CheXzero,overlap,Consolidation,Race,Black,345,0.9147053457398284,0.04742735494320263,0.7976190476190477,0.8735632183908046,0.12643678160919536,0.20238095238095233
CheXzero,overlap,Consolidation,Race,Asian,628,0.9483188109192017,0.031203893156058947,0.9077490774907749,0.8795518207282913,0.1204481792717087,0.09225092250922506
CheXzero,overlap,Consolidation,Race,Other,924,0.9644879081382338,0.01485736900707563,0.8869257950530035,0.9251170046801872,0.0748829953198128,0.11307420494699649
CheXzero,overlap,Edema,Gender,Female,4298,0.8945712098126675,0.011089248343231705,0.8102564102564103,0.8199389623601221,0.1800610376398779,0.18974358974358974
CheXzero,overlap,Edema,Gender,Male,5688,0.9001718244633932,0.00871390835287086,0.8047462406015038,0.8393854748603352,0.1606145251396648,0.1952537593984962
CheXzero,overlap,Edema,Age,<50,2172,0.916061290080857,0.016844186788310928,0.7706302794022092,0.8830963665086888,0.11690363349131117,0.22936972059779082
CheXzero,overlap,Edema,Age,50-70,4072,0.8961887287879899,0.01609037686299193,0.8139837398373984,0.8244734202607823,0.1755265797392177,0.18601626016260164
CheXzero,overlap,Edema,Age,70+,3742,0.885298191272356,0.009828018176279048,0.8190733851876902,0.7987261146496816,0.20127388535031843,0.18092661481230976
CheXzero,overlap,Edema,Race,White,5529,0.8965498856152783,0.009943949851300041,0.7995684488132342,0.8328424153166422,0.16715758468335784,0.2004315511867658
CheXzero,overlap,Edema,Race,Black,653,0.8942848294263388,0.033562334287816416,0.790356394129979,0.8295454545454546,0.17045454545454541,0.20964360587002095
CheXzero,overlap,Edema,Race,Asian,998,0.9126761576071325,0.017802880708390183,0.8278688524590164,0.849624060150376,0.15037593984962405,0.17213114754098358
CheXzero,overlap,Edema,Race,Other,1411,0.8947926374076102,0.030993424647625542,0.7888999008919723,0.8432835820895522,0.15671641791044777,0.21110009910802774
CheXzero,overlap,Enlarged Cardiomediastinum,Gender,Female,1382,0.8629461113062514,0.019180086736829468,0.7576601671309192,0.8347996089931574,0.16520039100684258,0.24233983286908078
CheXzero,overlap,Enlarged Cardiomediastinum,Gender,Male,1999,0.8600685003256497,0.02289369590824471,0.7776073619631901,0.8025241276911655,0.19747587230883445,0.22239263803680986
CheXzero,overlap,Enlarged Cardiomediastinum,Age,<50,1179,0.8488116197183099,0.03273570648589441,0.64453125,0.9079089924160346,0.09209100758396538,0.35546875
CheXzero,overlap,Enlarged Cardiomediastinum,Age,50-70,1289,0.8790850232452012,0.014809067317023309,0.8076923076923077,0.8209121245828699,0.17908787541713012,0.1923076923076923
CheXzero,overlap,Enlarged Cardiomediastinum,Age,70+,913,0.8255674432556745,0.03193539673936954,0.8191780821917808,0.6551094890510949,0.3448905109489051,0.1808219178082192
CheXzero,overlap,Enlarged Cardiomediastinum,Race,White,1865,0.8555289880500628,0.01594393375871854,0.7791519434628975,0.7998460354118553,0.20015396458814472,0.2208480565371025
CheXzero,overlap,Enlarged Cardiomediastinum,Race,Black,210,0.8892625231910947,0.0568388613397459,0.7678571428571429,0.8571428571428571,0.1428571428571429,0.2321428571428571
CheXzero,overlap,Enlarged Cardiomediastinum,Race,Asian,369,0.8880729388392223,0.03786536891090591,0.7777777777777778,0.8314176245210728,0.16858237547892718,0.2222222222222222
CheXzero,overlap,Enlarged Cardiomediastinum,Race,Other,612,0.8513424593907647,0.04739352184432648,0.7094972067039106,0.8637413394919169,0.1362586605080831,0.2905027932960894
CheXzero,overlap,Lung Opacity,Gender,Female,5820,0.8719591043032231,0.002623280380584271,0.7549704459967759,0.8523206751054853,0.14767932489451474,0.24502955400322413
CheXzero,overlap,Lung Opacity,Gender,Male,8629,0.8605202335234284,0.00639228935041976,0.7668350168350169,0.8178913738019169,0.1821086261980831,0.23316498316498313
CheXzero,overlap,Lung Opacity,Age,<50,3237,0.8680726600985222,0.009364120171076226,0.7185550082101806,0.875,0.125,0.2814449917898194
CheXzero,overlap,Lung Opacity,Age,50-70,5914,0.8680637410553406,0.003856935154608933,0.7616370981907605,0.832579185520362,0.16742081447963797,0.23836290180923947
CheXzero,overlap,Lung Opacity,Age,70+,5298,0.8435189807893846,0.004737728786050936,0.7882193373377252,0.7737226277372263,0.22627737226277367,0.2117806626622748
CheXzero,overlap,Lung Opacity,Race,White,8189,0.8589936858180873,0.0054787833975505325,0.7539592043582921,0.8344594594594594,0.16554054054054057,0.2460407956417079
CheXzero,overlap,Lung Opacity,Race,Black,760,0.8452292044525055,0.014290315097059195,0.7128987517337032,0.8461538461538461,0.15384615384615385,0.2871012482662968
CheXzero,overlap,Lung Opacity,Race,Asian,1640,0.9010002906413485,0.011032015258136352,0.7877833753148614,0.8653846153846154,0.13461538461538458,0.21221662468513858
CheXzero,overlap,Lung Opacity,Race,Other,2122,0.8550957520294334,0.010919869730662212,0.7511133102424542,0.8316831683168316,0.16831683168316836,0.2488866897575458
CheXzero,overlap,Pleural Effusion,Gender,Female,6383,0.9626061601518556,0.009277829037814354,0.8945923109421209,0.9169193450576106,0.08308065494238936,0.10540768905787912
CheXzero,overlap,Pleural Effusion,Gender,Male,9419,0.9535010080757311,0.00878092016817425,0.8776365414163989,0.9061946902654867,0.09380530973451329,0.12236345858360109
CheXzero,overlap,Pleural Effusion,Age,<50,3648,0.961146617444983,0.013438081137138484,0.8518035636679705,0.9339272457312546,0.06607275426874537,0.1481964363320295
CheXzero,overlap,Pleural Effusion,Age,50-70,6617,0.9600979227663498,0.0081209137289417,0.887215064420218,0.9217557251908397,0.0782442748091603,0.11278493557978198
CheXzero,overlap,Pleural Effusion,Age,70+,5537,0.94466836831033,0.008883077188281432,0.8977347701781394,0.8616161616161616,0.1383838383838384,0.10226522982186059
CheXzero,overlap,Pleural Effusion,Race,White,8991,0.9550459770146476,0.007518505807343448,0.8816249271986022,0.9090909090909091,0.09090909090909094,0.11837507280139781
CheXzero,overlap,Pleural Effusion,Race,Black,796,0.9522313833267897,0.03033394157573934,0.8323586744639376,0.9222614840989399,0.07773851590106007,0.16764132553606237
CheXzero,overlap,Pleural Effusion,Race,Asian,1866,0.9634385979474918,0.017522781957044674,0.8997897687456202,0.9111617312072893,0.08883826879271073,0.10021023125437978
CheXzero,overlap,Pleural Effusion,Race,Other,2394,0.960009224911953,0.022553928472538634,0.8823159219634991,0.9180124223602485,0.08198757763975151,0.11768407803650094
CheXzero,overlap,Pneumonia,Gender,Female,359,0.8373776074925501,0.09273075432495419,0.8189300411522634,0.7413793103448276,0.2586206896551724,0.18106995884773658
CheXzero,overlap,Pneumonia,Gender,Male,551,0.8752849002849004,0.05391992029273882,0.7948717948717948,0.845,0.15500000000000003,0.20512820512820518
CheXzero,overlap,Pneumonia,Age,<50,247,0.8688603752759383,0.07468261257708245,0.7947019867549668,0.8333333333333334,0.16666666666666663,0.20529801324503316
CheXzero,overlap,Pneumonia,Age,50-70,333,0.864175278378595,0.061326432748731605,0.8036529680365296,0.8157894736842105,0.1842105263157895,0.19634703196347036
CheXzero,overlap,Pneumonia,Age,70+,330,0.8489302560646901,0.07100243956692937,0.8125,0.7735849056603774,0.2264150943396226,0.1875
CheXzero,overlap,Pneumonia,Race,White,513,0.8692281536892212,0.05605265144609551,0.7852941176470588,0.838150289017341,0.161849710982659,0.2147058823529412
CheXzero,overlap,Pneumonia,Race,Black,55,0.8230994152046784,0.09666302836827645,0.75,0.8421052631578947,0.1578947368421053,0.25
CheXzero,overlap,Pneumonia,Race,Asian,122,0.8219336219336218,0.13573823833069862,0.8311688311688312,0.6888888888888889,0.3111111111111111,0.16883116883116878
CheXzero,overlap,Pneumonia,Race,Other,139,0.8972069597069597,0.0570259700003317,0.8131868131868132,0.8541666666666666,0.14583333333333337,0.18681318681318682
CheXzero,overlap,Pneumothorax,Gender,Female,4009,0.8231121052839796,0.014871963740360473,0.8095238095238095,0.6813368630046327,0.3186631369953673,0.19047619047619047
CheXzero,overlap,Pneumothorax,Gender,Male,5916,0.787329210140749,0.022780164726743518,0.7960484384958573,0.6330802852541983,0.36691971474580165,0.20395156150414273
CheXzero,overlap,Pneumothorax,Age,<50,3093,0.8083593939638029,0.029559835054852712,0.7855361596009975,0.6756874727193365,0.3243125272806635,0.21446384039900246
CheXzero,overlap,Pneumothorax,Age,50-70,4146,0.8053014277240753,0.025370613699479475,0.8249566724436742,0.6443850267379679,0.35561497326203206,0.1750433275563258
CheXzero,overlap,Pneumothorax,Age,70+,2686,0.7870493767976988,0.023528866455095283,0.7766666666666666,0.6399808245445829,0.36001917545541706,0.22333333333333338
CheXzero,overlap,Pneumothorax,Race,White,5485,0.7905821300946994,0.026716650168982586,0.787963610916725,0.6439842209072978,0.3560157790927022,0.21203638908327505
CheXzero,overlap,Pneumothorax,Race,Black,478,0.8474794023181119,0.03480891201974123,0.8172043010752689,0.6987012987012987,0.3012987012987013,0.18279569892473113
CheXzero,overlap,Pneumothorax,Race,Asian,1204,0.7961425218111016,0.02188380686383417,0.8830409356725146,0.5603248259860789,0.4396751740139211,0.11695906432748537
