attribute,attribute_type,model,disease,auroc_baseline,auroc_residualized,auroc_drop
sex,demographic,CLIP-ViT-B16,Pneumothorax,0.680485,0.681155,-0.000670
sex,demographic,CLIP-ViT-B16,Support Devices,0.741688,0.741040,0.000647
age,demographic,CLIP-ViT-B16,Atelectasis,0.682187,0.664439,0.017748
age,demographic,CLIP-ViT-B16,Cardiomegaly,0.777432,0.747711,0.029721
age,demographic,CLIP-ViT-B16,Consolidation,0.830496,0.828062,0.002434
age,demographic,CLIP-ViT-B16,Edema,0.851171,0.838943,0.012228
age,demographic,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.748612,0.729495,0.019117
age,demographic,CLIP-ViT-B16,Lung Opacity,0.705709,0.687161,0.018548
age,demographic,CLIP-ViT-B16,Pleural Effusion,0.835109,0.813139,0.021970
age,demographic,CLIP-ViT-B16,Pneumonia,0.706053,0.703821,0.002232
age,demographic,CLIP-ViT-B16,Pneumothorax,0.680485,0.686203,-0.005718
age,demographic,CLIP-ViT-B16,Support Devices,0.741688,0.738236,0.003452
bmi,demographic,CLIP-ViT-B16,Atelectasis,0.682187,0.684368,-0.002181
bmi,demographic,CLIP-ViT-B16,Cardiomegaly,0.777432,0.765748,0.011683
bmi,demographic,CLIP-ViT-B16,Consolidation,0.830496,0.823420,0.007076
bmi,demographic,CLIP-ViT-B16,Edema,0.851171,0.851555,-0.000384
bmi,demographic,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.748612,0.747674,0.000938
bmi,demographic,CLIP-ViT-B16,Lung Opacity,0.705709,0.702998,0.002711
bmi,demographic,CLIP-ViT-B16,Pleural Effusion,0.835109,0.834181,0.000928
bmi,demographic,CLIP-ViT-B16,Pneumonia,0.706053,0.703161,0.002891
bmi,demographic,CLIP-ViT-B16,Pneumothorax,0.680485,0.663187,0.017298
bmi,demographic,CLIP-ViT-B16,Support Devices,0.741688,0.741784,-0.000096
hypertension,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.696157,-0.001088
hypertension,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.776971,0.005143
hypertension,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845451,0.000254
hypertension,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.849839,0.000127
hypertension,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.758260,0.004345
hypertension,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.700658,0.002033
hypertension,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.831510,0.002073
hypertension,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717152,0.000010
hypertension,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.671179,0.001486
hypertension,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.744586,0.001232
heart_failure,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.681292,0.013777
heart_failure,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.718650,0.063464
heart_failure,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.839322,0.006383
heart_failure,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.817202,0.032764
heart_failure,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.737729,0.024876
heart_failure,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.692090,0.010601
heart_failure,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.817456,0.016128
heart_failure,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.712084,0.005078
heart_failure,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.668650,0.004016
heart_failure,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.742975,0.002843
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.682229,0.012840
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.734300,0.047814
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.836544,0.009161
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.831538,0.018428
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.742373,0.020232
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.694639,0.008052
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.813012,0.020571
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.714029,0.003133
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672305,0.000361
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.738625,0.007193
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.689031,0.006038
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.756679,0.025435
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845712,-0.000006
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.840715,0.009251
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.757445,0.005161
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.697351,0.005340
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.827699,0.005884
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.716917,0.000246
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.670111,0.002554
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.746945,-0.001127
stroke,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695953,-0.000884
stroke,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.779854,0.002260
stroke,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.846451,-0.000746
stroke,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.848206,0.001760
stroke,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.759885,0.002720
stroke,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.702486,0.000205
stroke,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.833300,0.000283
stroke,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717209,-0.000047
stroke,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672313,0.000353
stroke,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.742651,0.003168
diabetes,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.693170,0.001899
diabetes,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.766714,0.015399
diabetes,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.847406,-0.001701
diabetes,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.846319,0.003647
diabetes,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.758269,0.004336
diabetes,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.703622,-0.000931
diabetes,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.832894,0.000689
diabetes,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717975,-0.000813
diabetes,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.665204,0.007461
diabetes,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.745809,0.000009
hyperlipidemia,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.689660,0.005409
hyperlipidemia,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.763278,0.018835
hyperlipidemia,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.847001,-0.001296
hyperlipidemia,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.845887,0.004079
hyperlipidemia,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.756181,0.006424
hyperlipidemia,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.699788,0.002903
hyperlipidemia,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.831097,0.002487
hyperlipidemia,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717604,-0.000442
hyperlipidemia,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.669511,0.003154
hyperlipidemia,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.745075,0.000743
obesity,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695676,-0.000607
obesity,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.769267,0.012847
obesity,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845454,0.000251
obesity,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.849369,0.000597
obesity,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.757184,0.005422
obesity,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.703290,-0.000599
obesity,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.834276,-0.000693
obesity,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.716759,0.000403
obesity,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.662160,0.010505
obesity,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.746149,-0.000331
hypothyroidism,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695377,-0.000308
hypothyroidism,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.779858,0.002256
hypothyroidism,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845559,0.000146
hypothyroidism,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.846350,0.003616
hypothyroidism,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.762988,-0.000383
hypothyroidism,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.703385,-0.000694
hypothyroidism,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.831563,0.002020
hypothyroidism,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.716107,0.001056
hypothyroidism,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672279,0.000387
hypothyroidism,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.744893,0.000925
ckd,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.688426,0.006643
ckd,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.752493,0.029621
ckd,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845884,-0.000179
ckd,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.836949,0.013017
ckd,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.754362,0.008243
ckd,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.700974,0.001716
ckd,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.826572,0.007011
ckd,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.715945,0.001217
ckd,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.668790,0.003875
ckd,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.745737,0.000081
aki,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.687423,0.007646
aki,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.759730,0.022384
aki,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.835595,0.010110
aki,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.830668,0.019298
aki,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.749860,0.012745
aki,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.695709,0.006982
aki,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.818003,0.015580
aki,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.709235,0.007927
aki,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.669517,0.003148
aki,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.736389,0.009429
copd,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.691412,0.003657
copd,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.778532,0.003581
copd,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.840793,0.004912
copd,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.842356,0.007609
copd,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.756209,0.006397
copd,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.691162,0.011529
copd,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.830717,0.002866
copd,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.714865,0.002297
copd,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.673535,-0.000869
copd,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.746124,-0.000306
asthma,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.694828,0.000241
asthma,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.782282,-0.000169
asthma,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.844511,0.001194
asthma,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.849990,-0.000024
asthma,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.762464,0.000141
asthma,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.703388,-0.000697
asthma,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.833232,0.000351
asthma,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717143,0.000020
asthma,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672423,0.000243
asthma,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.746571,-0.000753
respiratory_failure,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.696331,-0.001262
respiratory_failure,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.775909,0.006204
respiratory_failure,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.840690,0.005015
respiratory_failure,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.843931,0.006034
respiratory_failure,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.757294,0.005311
respiratory_failure,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.697518,0.005173
respiratory_failure,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.830875,0.002708
respiratory_failure,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.715412,0.001750
respiratory_failure,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672272,0.000394
respiratory_failure,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.742405,0.003413
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695966,-0.000897
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.781926,0.000188
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845002,0.000703
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.847801,0.002165
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.762221,0.000384
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.699159,0.003532
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.834248,-0.000665
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.714856,0.002306
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672580,0.000086
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.745824,-0.000006
liver_disease,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.694900,0.000169
liver_disease,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.782307,-0.000193
liver_disease,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845472,0.000234
liver_disease,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.848603,0.001363
liver_disease,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.762870,-0.000264
liver_disease,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.702834,-0.000143
liver_disease,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.832809,0.000774
liver_disease,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.716633,0.000529
liver_disease,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.674331,-0.001665
liver_disease,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.743536,0.002282
anemia,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.682901,0.012168
anemia,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.769925,0.012188
anemia,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.836578,0.009127
anemia,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.840167,0.009799
anemia,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.748074,0.014532
anemia,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.697270,0.005421
anemia,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.819926,0.013658
anemia,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.710582,0.006581
anemia,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.671552,0.001113
anemia,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.742021,0.003797
smoking_history,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695422,-0.000353
smoking_history,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.780991,0.001123
smoking_history,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.846048,-0.000343
smoking_history,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.849947,0.000019
smoking_history,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.763448,-0.000843
smoking_history,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.703210,-0.000520
smoking_history,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.833446,0.000137
smoking_history,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717116,0.000047
smoking_history,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672362,0.000304
smoking_history,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.745693,0.000125
cancer_history,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.694366,0.000703
cancer_history,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.783311,-0.001198
cancer_history,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.843627,0.002078
cancer_history,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.849747,0.000219
cancer_history,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.760316,0.002289
cancer_history,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.698760,0.003930
cancer_history,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.830145,0.003438
cancer_history,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.716904,0.000258
cancer_history,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672015,0.000650
cancer_history,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.746190,-0.000372
depression,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695819,-0.000750
depression,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.782454,-0.000340
depression,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845631,0.000075
depression,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.849482,0.000484
depression,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.762632,-0.000027
depression,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.702713,-0.000022
depression,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.833752,-0.000169
depression,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717116,0.000046
depression,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.671551,0.001114
depression,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.746103,-0.000285
sex,demographic,ConvNeXtV2-Base,Atelectasis,0.648145,0.646511,0.001634
sex,demographic,ConvNeXtV2-Base,Cardiomegaly,0.816950,0.817173,-0.000223
sex,demographic,ConvNeXtV2-Base,Consolidation,0.846056,0.843734,0.002322
sex,demographic,ConvNeXtV2-Base,Edema,0.874384,0.874286,0.000098
sex,demographic,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.713427,0.715470,-0.002044
sex,demographic,ConvNeXtV2-Base,Lung Opacity,0.684308,0.685582,-0.001274
sex,demographic,ConvNeXtV2-Base,Pleural Effusion,0.868135,0.868332,-0.000197
sex,demographic,ConvNeXtV2-Base,Pneumonia,0.730863,0.730778,0.000084
sex,demographic,ConvNeXtV2-Base,Pneumothorax,0.700197,0.699268,0.000929
sex,demographic,ConvNeXtV2-Base,Support Devices,0.731161,0.730079,0.001082
age,demographic,ConvNeXtV2-Base,Atelectasis,0.648145,0.633371,0.014774
age,demographic,ConvNeXtV2-Base,Cardiomegaly,0.816950,0.784341,0.032609
age,demographic,ConvNeXtV2-Base,Consolidation,0.846056,0.843512,0.002544
age,demographic,ConvNeXtV2-Base,Edema,0.874384,0.864417,0.009967
age,demographic,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.713427,0.691487,0.021939
age,demographic,ConvNeXtV2-Base,Lung Opacity,0.684308,0.669340,0.014967
age,demographic,ConvNeXtV2-Base,Pleural Effusion,0.868135,0.850262,0.017873
age,demographic,ConvNeXtV2-Base,Pneumonia,0.730863,0.727360,0.003503
age,demographic,ConvNeXtV2-Base,Pneumothorax,0.700197,0.703991,-0.003794
age,demographic,ConvNeXtV2-Base,Support Devices,0.731161,0.727767,0.003394
bmi,demographic,ConvNeXtV2-Base,Atelectasis,0.648145,0.647877,0.000268
bmi,demographic,ConvNeXtV2-Base,Cardiomegaly,0.816950,0.805814,0.011136
bmi,demographic,ConvNeXtV2-Base,Consolidation,0.846056,0.841322,0.004734
bmi,demographic,ConvNeXtV2-Base,Edema,0.874384,0.874428,-0.000044
bmi,demographic,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.713427,0.714030,-0.000603
bmi,demographic,ConvNeXtV2-Base,Lung Opacity,0.684308,0.682719,0.001588
bmi,demographic,ConvNeXtV2-Base,Pleural Effusion,0.868135,0.866119,0.002016
bmi,demographic,ConvNeXtV2-Base,Pneumonia,0.730863,0.727121,0.003742
bmi,demographic,ConvNeXtV2-Base,Pneumothorax,0.700197,0.687950,0.012247
bmi,demographic,ConvNeXtV2-Base,Support Devices,0.731161,0.731067,0.000094
hypertension,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.650665,-0.000838
hypertension,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.811360,0.005332
hypertension,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.866392,-0.000070
hypertension,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.877515,-0.000200
hypertension,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.737568,0.003876
hypertension,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.690844,0.001085
hypertension,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.866799,0.001406
hypertension,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.738312,0.000077
hypertension,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.694425,0.000910
hypertension,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.745318,0.002012
heart_failure,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.643826,0.006001
heart_failure,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.749233,0.067458
heart_failure,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.860261,0.006062
heart_failure,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.845553,0.031762
heart_failure,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.719716,0.021728
heart_failure,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.682669,0.009261
heart_failure,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.854173,0.014032
heart_failure,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.733801,0.004588
heart_failure,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.693090,0.002244
heart_failure,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.744157,0.003173
atrial_fibrillation,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.640028,0.009799
atrial_fibrillation,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.764639,0.052053
atrial_fibrillation,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.857431,0.008892
atrial_fibrillation,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.859655,0.017660
atrial_fibrillation,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.723527,0.017917
atrial_fibrillation,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.684504,0.007425
atrial_fibrillation,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.850950,0.017255
atrial_fibrillation,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.736410,0.001980
atrial_fibrillation,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.695292,0.000042
atrial_fibrillation,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.740372,0.006959
coronary_artery_disease,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.647439,0.002388
coronary_artery_disease,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.789976,0.026716
coronary_artery_disease,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.865829,0.000494
coronary_artery_disease,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.869097,0.008219
coronary_artery_disease,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.736382,0.005062
coronary_artery_disease,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.688131,0.003798
coronary_artery_disease,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.863736,0.004469
coronary_artery_disease,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.737842,0.000547
coronary_artery_disease,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.693915,0.001420
coronary_artery_disease,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.747279,0.000051
stroke,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.650120,-0.000293
stroke,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.813823,0.002868
stroke,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.866839,-0.000516
stroke,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.875641,0.001674
stroke,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.739778,0.001666
stroke,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.691676,0.000253
stroke,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.867634,0.000571
