attribute,attribute_type,model,disease,auroc_baseline,auroc_residualized,auroc_drop,log_or,abs_log_or,odds_ratio,erank,norm_erank,log_erank
smoking_history,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7914883375579282,-0.000921729779553,-0.1222007188618999,0.1222007188618999,0.8849707203587517,20.728923206434413,0.04048617813756721,3.0315299813665066
smoking_history,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7708184986995267,-0.0001649575747239,0.1077933254356631,0.1077933254356631,1.1138175238453272,20.728923206434413,0.04048617813756721,3.0315299813665066
smoking_history,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.92455732857536,7.25074153695715e-05,-0.2618094120015047,0.2618094120015047,0.7696576972500687,20.728923206434413,0.04048617813756721,3.0315299813665066
smoking_history,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7924968225962266,0.000107761458404,0.0255242509725274,0.0255242509725274,1.0258527838964695,20.728923206434413,0.04048617813756721,3.0315299813665066
smoking_history,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7237643709860564,-0.0001591592264105,0.0564289348125436,0.0564289348125436,1.0580514215058372,20.728923206434413,0.04048617813756721,3.0315299813665066
smoking_history,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7939755425639301,1.8576155226490695e-05,0.1321697769984811,0.1321697769984811,1.1413020696593368,20.728923206434413,0.04048617813756721,3.0315299813665066
cancer_history,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7652065353091244,0.0013720771740639,0.109445455021143,0.109445455021143,1.115659215667158,20.728923206434413,0.04048617813756721,3.0315299813665066
cancer_history,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8756536226693763,-7.993155730279256e-05,-0.1706322508746525,0.1706322508746525,0.843131577366425,20.728923206434413,0.04048617813756721,3.0315299813665066
cancer_history,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9142835140539802,0.0009852069903492,0.1417421047353901,0.1417421047353901,1.1522794428028704,20.728923206434413,0.04048617813756721,3.0315299813665066
cancer_history,comorbidity,CheXzero,Edema,0.9082061503457104,0.9077628955574868,0.0004432547882236,-0.066077938325283,0.066077938325283,0.9360579066629447,20.728923206434413,0.04048617813756721,3.0315299813665066
cancer_history,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7878485290728935,0.0027180787054816,0.1398276697775554,0.1398276697775554,1.1500755889968632,20.728923206434413,0.04048617813756721,3.0315299813665066
cancer_history,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7637098665415938,0.0069436745832089,0.1456904151069654,0.1456904151069654,1.1568379930414412,20.728923206434413,0.04048617813756721,3.0315299813665066
cancer_history,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9222254571003718,0.0024043788903578,0.2768611335843879,0.2768611335843879,1.3189831958481524,20.728923206434413,0.04048617813756721,3.0315299813665066
cancer_history,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7925759400656872,2.8643988943422016e-05,0.0306547313841372,0.0306547313841372,1.0311294257891466,20.728923206434413,0.04048617813756721,3.0315299813665066
cancer_history,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7210925787840474,0.0025126329755984,0.3380976529740728,0.3380976529740728,1.402277433281242,20.728923206434413,0.04048617813756721,3.0315299813665066
cancer_history,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7947268253701212,-0.0007327066509645,-0.0787122733558624,0.0787122733558624,0.924305833604337,20.728923206434413,0.04048617813756721,3.0315299813665066
depression,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7667559270718365,-0.0001773145886481,-0.0451222822153099,0.0451222822153099,0.9558805874903858,20.728923206434413,0.04048617813756721,3.0315299813665066
depression,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8754329722416556,0.0001407188704178,0.0369961639057644,0.0369961639057644,1.037689040157577,20.728923206434413,0.04048617813756721,3.0315299813665066
depression,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9153059830333744,-3.726198904485667e-05,-0.0895542427250649,0.0895542427250649,0.9143386675582026,20.728923206434413,0.04048617813756721,3.0315299813665066
depression,comorbidity,CheXzero,Edema,0.9082061503457104,0.9077997058475,0.0004064444982102,0.0532519426306497,0.0532519426306497,1.0546953343658008,20.728923206434413,0.04048617813756721,3.0315299813665066
depression,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7904539519164299,0.0001126558619453,-0.0372210851608232,0.0372210851608232,0.9634631044055462,20.728923206434413,0.04048617813756721,3.0315299813665066
depression,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7702543384641624,0.0003992026606404,0.0653536103404184,0.0653536103404184,1.0675364495768784,20.728923206434413,0.04048617813756721,3.0315299813665066
depression,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.924641470173894,-1.1634183164410672e-05,-0.0820892552302567,0.0820892552302567,0.9211897340250916,20.728923206434413,0.04048617813756721,3.0315299813665066
depression,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7925638125703685,4.077148426218091e-05,-0.0021398064294344,0.0021398064294344,0.997862481324269,20.728923206434413,0.04048617813756721,3.0315299813665066
depression,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7231686528392596,0.0004365589203862,-0.2922545245540283,0.2922545245540283,0.7465784892315832,20.728923206434413,0.04048617813756721,3.0315299813665066
depression,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.79464673760655,-0.0006526188873934,0.1032966482702699,0.1032966482702699,1.1088202899136728,20.728923206434413,0.04048617813756721,3.0315299813665066
sex,demographic,CheSS-ResNet50,Atelectasis,0.6383784942483383,0.6394474458979573,-0.001068951649619,0.0788291055407928,0.0788291055407928,1.082019395149886,24.34716727147465,0.011888265269274731,3.192415508940952
sex,demographic,CheSS-ResNet50,Cardiomegaly,0.8483714552901354,0.8482932318255015,7.82234646338198e-05,-0.0940599369974005,0.0940599369974005,0.91022820426025,24.34716727147465,0.011888265269274731,3.192415508940952
sex,demographic,CheSS-ResNet50,Consolidation,0.8139230035205649,0.8103389317153716,0.0035840718051932,0.2747962991139378,0.2747962991139378,1.316262523714864,24.34716727147465,0.011888265269274731,3.192415508940952
sex,demographic,CheSS-ResNet50,Edema,0.866693344453705,0.8669594913452098,-0.0002661468915047,0.0144939275747575,0.0144939275747575,1.0145994738532362,24.34716727147465,0.011888265269274731,3.192415508940952
sex,demographic,CheSS-ResNet50,Enlarged Cardiomediastinum,0.7127879707545868,0.7148316753779577,-0.0020437046233708,0.0378315051463293,0.0378315051463293,1.0385562267556403,24.34716727147465,0.011888265269274731,3.192415508940952
sex,demographic,CheSS-ResNet50,Lung Opacity,0.6707769182610929,0.6706551847762691,0.0001217334848238,0.0503474365556622,0.0503474365556622,1.0516364098427675,24.34716727147465,0.011888265269274731,3.192415508940952
sex,demographic,CheSS-ResNet50,Pleural Effusion,0.8766976606208248,0.8767079188544662,-1.0258233641424752e-05,0.0421568052089204,0.0421568052089204,1.043058022859335,24.34716727147465,0.011888265269274731,3.192415508940952
sex,demographic,CheSS-ResNet50,Pneumonia,0.7252269596217362,0.7248356087323986,0.0003913508893376,0.142196743750504,0.142196743750504,1.1528034330980723,24.34716727147465,0.011888265269274731,3.192415508940952
sex,demographic,CheSS-ResNet50,Pneumothorax,0.644696707467106,0.6445012545961313,0.0001954528709746,0.1428991384430347,0.1428991384430347,1.1536134405501774,24.34716727147465,0.011888265269274731,3.192415508940952
sex,demographic,CheSS-ResNet50,Support Devices,0.6726434153049173,0.6712581360388531,0.0013852792660642,0.0343495538164269,0.0343495538164269,1.0349463129400267,24.34716727147465,0.011888265269274731,3.192415508940952
age,demographic,CheSS-ResNet50,Atelectasis,0.6383784942483383,0.6287693113181777,0.0096091829301605,0.0082997915981176,0.0082997915981176,1.0083343303571106,24.34716727147465,0.011888265269274731,3.192415508940952
age,demographic,CheSS-ResNet50,Cardiomegaly,0.8483714552901354,0.8211217461864705,0.0272497091036648,0.5927949816694053,0.5927949816694053,1.8090375828289464,24.34716727147465,0.011888265269274731,3.192415508940952
age,demographic,CheSS-ResNet50,Consolidation,0.8139230035205649,0.8084353515516864,0.0054876519688784,0.0408048836500813,0.0408048836500813,1.0416488429960586,24.34716727147465,0.011888265269274731,3.192415508940952
age,demographic,CheSS-ResNet50,Edema,0.866693344453705,0.8586185499840331,0.0080747944696719,0.3451058427560672,0.3451058427560672,1.4121393764816168,24.34716727147465,0.011888265269274731,3.192415508940952
age,demographic,CheSS-ResNet50,Enlarged Cardiomediastinum,0.7127879707545868,0.6965592529578367,0.01622871779675,0.1977779105113957,0.1977779105113957,1.2186917051466384,24.34716727147465,0.011888265269274731,3.192415508940952
age,demographic,CheSS-ResNet50,Lung Opacity,0.6707769182610929,0.6566045543484271,0.0141723639126657,0.125239135348246,0.125239135348246,1.1334194613192998,24.34716727147465,0.011888265269274731,3.192415508940952
age,demographic,CheSS-ResNet50,Pleural Effusion,0.8766976606208248,0.8590655620882452,0.0176320985325795,0.6285128784075926,0.6285128784075926,1.8748204191976376,24.34716727147465,0.011888265269274731,3.192415508940952
age,demographic,CheSS-ResNet50,Pneumonia,0.7252269596217362,0.7211279302675182,0.004099029354218,0.0466756231290858,0.0466756231290858,1.047782077677937,24.34716727147465,0.011888265269274731,3.192415508940952
age,demographic,CheSS-ResNet50,Pneumothorax,0.644696707467106,0.6479532358849246,-0.0032565284178186,-0.1403442644903719,0.1403442644903719,0.869058997740351,24.34716727147465,0.011888265269274731,3.192415508940952
age,demographic,CheSS-ResNet50,Support Devices,0.6726434153049173,0.6683998684072114,0.0042435468977058,0.1340228068729766,0.1340228068729766,1.143418897156819,24.34716727147465,0.011888265269274731,3.192415508940952
bmi,demographic,CheSS-ResNet50,Atelectasis,0.6383784942483383,0.6390386454001881,-0.0006601511518498,0.0614559170400696,0.0614559170400696,1.0633836183981034,24.34716727147465,0.011888265269274731,3.192415508940952
bmi,demographic,CheSS-ResNet50,Cardiomegaly,0.8483714552901354,0.8415740622928265,0.0067973929973088,0.412825933375067,0.412825933375067,1.5110819741011567,24.34716727147465,0.011888265269274731,3.192415508940952
bmi,demographic,CheSS-ResNet50,Consolidation,0.8139230035205649,0.8095084561948589,0.004414547325706,-0.3136121607888581,0.3136121607888581,0.7308024070321975,24.34716727147465,0.011888265269274731,3.192415508940952
bmi,demographic,CheSS-ResNet50,Edema,0.866693344453705,0.8665449382211734,0.0001484062325316,-0.0805015515565794,0.0805015515565794,0.922653472033581,24.34716727147465,0.011888265269274731,3.192415508940952
bmi,demographic,CheSS-ResNet50,Enlarged Cardiomediastinum,0.7127879707545868,0.7133755358338059,-0.000587565079219,0.2137440416535835,0.2137440416535835,1.2383056595574162,24.34716727147465,0.011888265269274731,3.192415508940952
bmi,demographic,CheSS-ResNet50,Lung Opacity,0.6707769182610929,0.6685857155342628,0.00219120272683,-0.2190900746226627,0.2190900746226627,0.8032493625117395,24.34716727147465,0.011888265269274731,3.192415508940952
bmi,demographic,CheSS-ResNet50,Pleural Effusion,0.8766976606208248,0.8747427406707088,0.0019549199501159,-0.3876713051769026,0.3876713051769026,0.678635370541208,24.34716727147465,0.011888265269274731,3.192415508940952
bmi,demographic,CheSS-ResNet50,Pneumonia,0.7252269596217362,0.7200610596136805,0.0051659000080557,-0.2359354690025975,0.2359354690025975,0.7898316409118782,24.34716727147465,0.011888265269274731,3.192415508940952
bmi,demographic,CheSS-ResNet50,Pneumothorax,0.644696707467106,0.6327540644049183,0.0119426430621876,-0.7350128476946501,0.7350128476946501,0.4794992984747483,24.34716727147465,0.011888265269274731,3.192415508940952
bmi,demographic,CheSS-ResNet50,Support Devices,0.6726434153049173,0.6722870424520784,0.0003563728528389,-0.0130015835618326,0.0130015835618326,0.9870825719127634,24.34716727147465,0.011888265269274731,3.192415508940952
hypertension,comorbidity,CheSS-ResNet50,Atelectasis,0.6364743346179593,0.634773562032966,0.0017007725849933,0.0456277946210656,0.0456277946210656,1.046684756749229,24.34716727147465,0.011888265269274731,3.192415508940952
hypertension,comorbidity,CheSS-ResNet50,Cardiomegaly,0.852608579675221,0.847681973270702,0.0049266064045189,0.1664784731850873,0.1664784731850873,1.1811381094552311,24.34716727147465,0.011888265269274731,3.192415508940952
hypertension,comorbidity,CheSS-ResNet50,Consolidation,0.8419207313286385,0.8414432810423421,0.0004774502862964,-0.1381276365122958,0.1381276365122958,0.8709875148421855,24.34716727147465,0.011888265269274731,3.192415508940952
hypertension,comorbidity,CheSS-ResNet50,Edema,0.8737806370571369,0.8735079464287188,0.0002726906284181,0.0125513565533141,0.0125513565533141,1.012630455415224,24.34716727147465,0.011888265269274731,3.192415508940952
hypertension,comorbidity,CheSS-ResNet50,Enlarged Cardiomediastinum,0.7364416109788258,0.7338628158844765,0.0025787950943492,0.0846621426436415,0.0846621426436415,1.0883492977586409,24.34716727147465,0.011888265269274731,3.192415508940952
hypertension,comorbidity,CheSS-ResNet50,Lung Opacity,0.6722772673005586,0.669849539504541,0.0024277277960176,-0.0059008121946908,0.0059008121946908,0.9941165634040734,24.34716727147465,0.011888265269274731,3.192415508940952
hypertension,comorbidity,CheSS-ResNet50,Pleural Effusion,0.8758123198603898,0.874057264928698,0.0017550549316918,0.0655031712254609,0.0655031712254609,1.0676961232132598,24.34716727147465,0.011888265269274731,3.192415508940952
hypertension,comorbidity,CheSS-ResNet50,Pneumonia,0.7344637544969908,0.7342880790648014,0.0001756754321893,-0.0331757627671613,0.0331757627671613,0.9673685172784546,24.34716727147465,0.011888265269274731,3.192415508940952
hypertension,comorbidity,CheSS-ResNet50,Pneumothorax,0.648450814868513,0.64807692431753,0.000373890550983,-0.2501691574471139,0.2501691574471139,0.7786690542608989,24.34716727147465,0.011888265269274731,3.192415508940952
hypertension,comorbidity,CheSS-ResNet50,Support Devices,0.6654474750448631,0.6647556008860476,0.0006918741588155,0.0962507354521104,0.0962507354521104,1.1010350979198535,24.34716727147465,0.011888265269274731,3.192415508940952
heart_failure,comorbidity,CheSS-ResNet50,Atelectasis,0.6364743346179593,0.622674555356529,0.0137997792614302,0.0087596251221823,0.0087596251221823,1.0087981029065851,24.34716727147465,0.011888265269274731,3.192415508940952
heart_failure,comorbidity,CheSS-ResNet50,Cardiomegaly,0.852608579675221,0.787970959974533,0.0646376197006879,1.2062290063068948,1.2062290063068948,3.34086249706636,24.34716727147465,0.011888265269274731,3.192415508940952
heart_failure,comorbidity,CheSS-ResNet50,Consolidation,0.8419207313286385,0.836827762665971,0.0050929686626675,0.0917185603870727,0.0917185603870727,1.096056305006163,24.34716727147465,0.011888265269274731,3.192415508940952
heart_failure,comorbidity,CheSS-ResNet50,Edema,0.8737806370571369,0.8435950802134502,0.0301855568436867,0.7804684845514592,0.7804684845514592,2.182494490983752,24.34716727147465,0.011888265269274731,3.192415508940952
heart_failure,comorbidity,CheSS-ResNet50,Enlarged Cardiomediastinum,0.7364416109788258,0.7132160688224902,0.0232255421563355,0.1880263445670709,0.1880263445670709,1.2068653092748909,24.34716727147465,0.011888265269274731,3.192415508940952
heart_failure,comorbidity,CheSS-ResNet50,Lung Opacity,0.6722772673005586,0.6604251055302093,0.0118521617703493,0.1485808013586443,0.1485808013586443,1.160186538635784,24.34716727147465,0.011888265269274731,3.192415508940952
heart_failure,comorbidity,CheSS-ResNet50,Pleural Effusion,0.8758123198603898,0.8604648410860183,0.0153474787743714,0.6017826732585939,0.6017826732585939,1.825369939848643,24.34716727147465,0.011888265269274731,3.192415508940952
heart_failure,comorbidity,CheSS-ResNet50,Pneumonia,0.7344637544969908,0.7292324150162878,0.0052313394807029,0.1164205862508653,0.1164205862508653,1.123468288095718,24.34716727147465,0.011888265269274731,3.192415508940952
heart_failure,comorbidity,CheSS-ResNet50,Pneumothorax,0.648450814868513,0.648754848619485,-0.0003040337509719,-0.4585053150257679,0.4585053150257679,0.6322279212078953,24.34716727147465,0.011888265269274731,3.192415508940952
