attribute,attribute_type,model,disease,auroc_baseline,auroc_residualized,auroc_drop,log_or,abs_log_or,odds_ratio,erank,norm_erank,log_erank
stroke,comorbidity,CheXzero,Edema,0.9082061503457104,0.9061645044204152,0.0020416459252952,0.296866753647862,0.296866753647862,1.3456359864154637,20.728923206434413,0.04048617813756721,3.0315299813665066
stroke,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.788498860639578,0.0020677471387972,0.051343662549528,0.051343662549528,1.0526845994004996,20.728923206434413,0.04048617813756721,3.0315299813665066
stroke,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7704648659020168,0.0001886752227859,-0.0137124396071137,0.0137124396071137,0.9863811476347084,20.728923206434413,0.04048617813756721,3.0315299813665066
stroke,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9241551385612726,0.000474697429457,0.0772966505697884,0.0772966505697884,1.0803625190173514,20.728923206434413,0.04048617813756721,3.0315299813665066
stroke,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7922711356833416,0.000333448371289,0.06991390410417,0.06991390410417,1.0724158466764375,20.728923206434413,0.04048617813756721,3.0315299813665066
stroke,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7235920329701979,1.3178789447954031e-05,-0.4929003602580865,0.4929003602580865,0.6108521311823895,20.728923206434413,0.04048617813756721,3.0315299813665066
stroke,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7894164984297891,0.0045776202893674,0.5221210435219888,0.5221210435219888,1.6855990898000912,20.728923206434413,0.04048617813756721,3.0315299813665066
diabetes,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7631065033442497,0.0034721091389386,-0.0062541409777377,0.0062541409777377,0.993765375454578,20.728923206434413,0.04048617813756721,3.0315299813665066
diabetes,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8629716308906435,0.0126020602214299,0.5136832438891021,0.5136832438891021,1.6714361783524885,20.728923206434413,0.04048617813756721,3.0315299813665066
diabetes,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9158033063804948,-0.0005345853361652,-0.1739315975452755,0.1739315975452755,0.8403543779948043,20.728923206434413,0.04048617813756721,3.0315299813665066
diabetes,comorbidity,CheXzero,Edema,0.9082061503457104,0.9052080258447108,0.0029981245009996,0.2846926017684263,0.2846926017684263,1.3293533244462272,20.728923206434413,0.04048617813756721,3.0315299813665066
diabetes,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7885920577617328,0.0019745500166423,0.0822160603223693,0.0822160603223693,1.0856903590992215,20.728923206434413,0.04048617813756721,3.0315299813665066
diabetes,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7717869249136571,-0.0011333837888543,0.0118020404813917,0.0118020404813917,1.0118719593521983,20.728923206434413,0.04048617813756721,3.0315299813665066
diabetes,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9242221560075694,0.0004076799831602,0.0634489906068962,0.0634489906068962,1.0655051336450272,20.728923206434413,0.04048617813756721,3.0315299813665066
diabetes,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7930638118773685,-0.0004592278227378,-0.028727566477379,0.028727566477379,0.9716811469285022,20.728923206434413,0.04048617813756721,3.0315299813665066
diabetes,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7185963501757341,0.0050088615839117,-0.5198256003862242,0.5198256003862242,0.594624241165906,20.728923206434413,0.04048617813756721,3.0315299813665066
diabetes,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7932931317294751,0.0007009869896814,0.137432146215895,0.137432146215895,1.1473238530657706,20.728923206434413,0.04048617813756721,3.0315299813665066
hyperlipidemia,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7637542443925769,0.0028243680906114,0.0286123523652562,0.0286123523652562,1.0290256178021135,20.728923206434413,0.04048617813756721,3.0315299813665066
hyperlipidemia,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8608629299878217,0.0147107611242518,0.5658881335624747,0.5658881335624747,1.7610111014642342,20.728923206434413,0.04048617813756721,3.0315299813665066
hyperlipidemia,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9157471649836668,-0.0004784439393373,-0.2218341129377795,0.2218341129377795,0.801048236852147,20.728923206434413,0.04048617813756721,3.0315299813665066
hyperlipidemia,comorbidity,CheXzero,Edema,0.9082061503457104,0.9057605924701576,0.0024455578755526,0.1903498859636209,0.1903498859636209,1.209672771144901,20.728923206434413,0.04048617813756721,3.0315299813665066
hyperlipidemia,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7856650536395524,0.0049015541388227,0.1492647161734789,0.1492647161734789,1.160980278791916,20.728923206434413,0.04048617813756721,3.0315299813665066
hyperlipidemia,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7688573956423486,0.0017961454824542,0.0481774549775076,0.0481774549775076,1.0493568523998231,20.728923206434413,0.04048617813756721,3.0315299813665066
hyperlipidemia,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9231638720211406,0.001465963969589,0.145897353248621,0.145897353248621,1.1570774117174911,20.728923206434413,0.04048617813756721,3.0315299813665066
hyperlipidemia,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7927749464888707,-0.00017036243424,-0.0193084300281414,0.0193084300281414,0.980876783729046,20.728923206434413,0.04048617813756721,3.0315299813665066
hyperlipidemia,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7219357448306198,0.001669466929026,-0.2832150419603655,0.2832150419603655,0.7533577669086375,20.728923206434413,0.04048617813756721,3.0315299813665066
hyperlipidemia,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7932976881449081,0.0006964305742485,-0.0558651402735788,0.0558651402735788,0.9456666596382984,20.728923206434413,0.04048617813756721,3.0315299813665066
obesity,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7644984831762229,0.0020801293069654,0.0909014070413521,0.0909014070413521,1.095161024769867,20.728923206434413,0.04048617813756721,3.0315299813665066
obesity,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.866232109674888,0.0093415814371855,0.5851434736877964,0.5851434736877964,1.7952485380917294,20.728923206434413,0.04048617813756721,3.0315299813665066
obesity,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9150625380382804,0.0002061830060489,-0.2925763396980491,0.2925763396980491,0.7463382676230973,20.728923206434413,0.04048617813756721,3.0315299813665066
obesity,comorbidity,CheXzero,Edema,0.9082061503457104,0.9073037976204414,0.0009023527252689,0.0855558824529532,0.0855558824529532,1.0893224336528524,20.728923206434413,0.04048617813756721,3.0315299813665066
obesity,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7867885398264076,0.0037780679519675,0.303213508321431,0.303213508321431,1.3542035673087882,20.728923206434413,0.04048617813756721,3.0315299813665066
obesity,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7710559416705752,-0.0004024005457724,-0.0464015489564103,0.0464015489564103,0.954658543073394,20.728923206434413,0.04048617813756721,3.0315299813665066
obesity,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.924651682085278,-2.184609454825015e-05,-0.1492157838722967,0.1492157838722967,0.8613832222361347,20.728923206434413,0.04048617813756721,3.0315299813665066
obesity,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7919077728235997,0.0006968112310309,-0.1465052560700078,0.1465052560700078,0.8637211925437763,20.728923206434413,0.04048617813756721,3.0315299813665066
obesity,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.717053141579182,0.0065520701804638,-0.6926880351088328,0.6926880351088328,0.5002296254372597,20.728923206434413,0.04048617813756721,3.0315299813665066
obesity,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7943183252018842,-0.0003242064827275,0.1358836717839678,0.1358836717839678,1.145548626215568,20.728923206434413,0.04048617813756721,3.0315299813665066
hypothyroidism,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7650672167037579,0.0015113957794304,-0.0149512494624279,0.0149512494624279,0.9851599655103218,20.728923206434413,0.04048617813756721,3.0315299813665066
hypothyroidism,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8734874890339919,0.0020862020780816,0.2717396211413135,0.2717396211413135,1.3122452758967476,20.728923206434413,0.04048617813756721,3.0315299813665066
hypothyroidism,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9149045472047298,0.0003641738395996,-0.0113738391242973,0.0113738391242973,0.9886905984516636,20.728923206434413,0.04048617813756721,3.0315299813665066
hypothyroidism,comorbidity,CheXzero,Edema,0.9082061503457104,0.9058282056108542,0.0023779447348561,0.1741812810992103,0.1741812810992103,1.1902713199569386,20.728923206434413,0.04048617813756721,3.0315299813665066
hypothyroidism,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7907079396779066,-0.0001413318995314,0.0091843621061483,0.0091843621061483,1.0092266677774768,20.728923206434413,0.04048617813756721,3.0315299813665066
hypothyroidism,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7705914488551571,6.209226964570824e-05,0.049772076710199,0.049772076710199,1.0510315145134457,20.728923206434413,0.04048617813756721,3.0315299813665066
hypothyroidism,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9232191699479664,0.0014106660427634,0.2325017701957904,0.2325017701957904,1.261752679906292,20.728923206434413,0.04048617813756721,3.0315299813665066
hypothyroidism,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7912982795588641,0.0013063044957665,0.0171793377485595,0.0171793377485595,1.0173277512350103,20.728923206434413,0.04048617813756721,3.0315299813665066
hypothyroidism,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7234935146071213,0.0001116971525245,-0.2355297955829837,0.2355297955829837,0.7901521196150166,20.728923206434413,0.04048617813756721,3.0315299813665066
hypothyroidism,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.793271401132795,0.0007227175863615,0.2007118281134284,0.2007118281134284,1.2222724964966225,20.728923206434413,0.04048617813756721,3.0315299813665066
ckd,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7607489430482428,0.0058296694349455,-0.0339777579451992,0.0339777579451992,0.9665930034129692,20.728923206434413,0.04048617813756721,3.0315299813665066
ckd,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8508086736960168,0.0247650174160567,0.8242065116207039,0.8242065116207039,2.280070837632337,20.728923206434413,0.04048617813756721,3.0315299813665066
ckd,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.914082796139658,0.0011859249046713,-0.0130710667993323,0.0130710667993323,0.9870139886027102,20.728923206434413,0.04048617813756721,3.0315299813665066
ckd,comorbidity,CheXzero,Edema,0.9082061503457104,0.8983882275863028,0.0098179227594076,0.4681650000130387,0.4681650000130387,1.5970608960169197,20.728923206434413,0.04048617813756721,3.0315299813665066
ckd,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7842292034718489,0.0063374043065262,0.1853354673741407,0.1853354673741407,1.2036221483700087,20.728923206434413,0.04048617813756721,3.0315299813665066
ckd,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7689034984863344,0.0017500426384683,0.1012207951180673,0.1012207951180673,1.1065209292129026,20.728923206434413,0.04048617813756721,3.0315299813665066
ckd,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.919522742481338,0.0051070935093917,0.3884110573869643,0.3884110573869643,1.4746358196687053,20.728923206434413,0.04048617813756721,3.0315299813665066
ckd,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7918263453550307,0.0007782386995999,0.0637929463086557,0.0637929463086557,1.0658716832457973,20.728923206434413,0.04048617813756721,3.0315299813665066
ckd,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7226651862185989,0.0009400255410469,-0.3998071358136773,0.3998071358136773,0.6704493392335067,20.728923206434413,0.04048617813756721,3.0315299813665066
ckd,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7920054186294303,0.0019887000897262,0.1354285663029736,0.1354285663029736,1.145027399372625,20.728923206434413,0.04048617813756721,3.0315299813665066
aki,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7582707605830876,0.0083078519001007,0.0590262351822611,0.0590262351822611,1.0608030707369989,20.728923206434413,0.04048617813756721,3.0315299813665066
aki,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8589822827249745,0.016591408387099,0.5972805004767824,0.5972805004767824,1.8171702809794947,20.728923206434413,0.04048617813756721,3.0315299813665066
aki,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9078133422762108,0.0074553787681187,0.3486627728837547,0.3486627728837547,1.4171712011936606,20.728923206434413,0.04048617813756721,3.0315299813665066
aki,comorbidity,CheXzero,Edema,0.9082061503457104,0.8954561849179349,0.0127499654277755,0.5963737002321773,0.5963737002321773,1.8155232174158975,20.728923206434413,0.04048617813756721,3.0315299813665066
aki,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7811137568169599,0.0094528509614152,0.1124779270795141,0.1124779270795141,1.1190475559924475,20.728923206434413,0.04048617813756721,3.0315299813665066
aki,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7618044599837974,0.0088490811410053,0.1920572780814203,0.1920572780814203,1.2117399211150752,20.728923206434413,0.04048617813756721,3.0315299813665066
aki,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9161284055408864,0.0085014304498433,0.5304654026001534,0.5304654026001534,1.699723180155026,20.728923206434413,0.04048617813756721,3.0315299813665066
aki,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7880330958192251,0.0045714882354055,0.2192049639951816,0.2192049639951816,1.2450864484289446,20.728923206434413,0.04048617813756721,3.0315299813665066
aki,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7242168734768937,-0.0006116617172478,-0.3710495167477511,0.3710495167477511,0.6900097736729459,20.728923206434413,0.04048617813756721,3.0315299813665066
aki,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.784011888739345,0.0099822299798115,0.5168521298985904,0.5168521298985904,1.6767411700915515,20.728923206434413,0.04048617813756721,3.0315299813665066
copd,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7640732900299747,0.0025053224532136,-0.0711446150633008,0.0711446150633008,0.931327198446702,20.728923206434413,0.04048617813756721,3.0315299813665066
copd,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8717196829204192,0.0038540081916542,0.2149035604066176,0.2149035604066176,1.2397423309544096,20.728923206434413,0.04048617813756721,3.0315299813665066
copd,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.912011526375278,0.0032571946690514,0.177174686175407,0.177174686175407,1.1938396221906862,20.728923206434413,0.04048617813756721,3.0315299813665066
copd,comorbidity,CheXzero,Edema,0.9082061503457104,0.9022026570786364,0.0060034932670739,0.3024748718448196,0.3024748718448196,1.353203672482073,20.728923206434413,0.04048617813756721,3.0315299813665066
copd,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7854786593952429,0.0050879483831323,0.0617646285138854,0.0617646285138854,1.0637119477990895,20.728923206434413,0.04048617813756721,3.0315299813665066
copd,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7589436852428261,0.0117098558819767,0.2243858658601141,0.2243858658601141,1.2515538581728407,20.728923206434413,0.04048617813756721,3.0315299813665066
copd,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9227343174979964,0.0018955184927333,0.2276760827331979,0.2276760827331979,1.2556785235954864,20.728923206434413,0.04048617813756721,3.0315299813665066
copd,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7907643232649713,0.0018402607896593,0.1601132993020019,0.1601132993020019,1.173643836486692,20.728923206434413,0.04048617813756721,3.0315299813665066
copd,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7230936351147094,0.0005115766449365,0.2409736914772437,0.2409736914772437,1.2724875575999903,20.728923206434413,0.04048617813756721,3.0315299813665066
copd,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7929209076379542,0.0010732110812023,0.1025442494586099,0.1025442494586099,1.107986328620283,20.728923206434413,0.04048617813756721,3.0315299813665066
asthma,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7656377595638302,0.0009408529193581,-0.0653139965898682,0.0653139965898682,0.9367732735791404,20.728923206434413,0.04048617813756721,3.0315299813665066
asthma,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8756382378689114,-6.454675683786881e-05,0.1340556078470783,0.1340556078470783,1.1434564030255632,20.728923206434413,0.04048617813756721,3.0315299813665066
asthma,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.915054588813951,0.0002141322303784,-0.1704364143752287,0.1704364143752287,0.8432967094720091,20.728923206434413,0.04048617813756721,3.0315299813665066
asthma,comorbidity,CheXzero,Edema,0.9082061503457104,0.908079935223313,0.0001262151223974,-0.0441815607529702,0.0441815607529702,0.9567802279636776,20.728923206434413,0.04048617813756721,3.0315299813665066
asthma,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7906423944491383,-7.578667076313383e-05,0.0035892986083156,0.0035892986083156,1.003595747854347,20.728923206434413,0.04048617813756721,3.0315299813665066
asthma,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7709144352534857,-0.0002608941286829,0.0139830046842011,0.0139830046842011,1.0140812241613872,20.728923206434413,0.04048617813756721,3.0315299813665066
asthma,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9244487239022016,0.000181112088528,-0.1556829113899279,0.1556829113899279,0.8558305214612533,20.728923206434413,0.04048617813756721,3.0315299813665066
asthma,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7924641361088435,0.0001404479457871,-0.0432332614186062,0.0432332614186062,0.9576879723556636,20.728923206434413,0.04048617813756721,3.0315299813665066
asthma,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7226973498376014,0.0009078619220445,-0.0394183084556522,0.0394183084556522,0.9613484848252836,20.728923206434413,0.04048617813756721,3.0315299813665066
asthma,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7945666498429789,-0.0005725311238222,0.1250045655881655,0.1250045655881655,1.1331536265678035,20.728923206434413,0.04048617813756721,3.0315299813665066
respiratory_failure,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7650491233783857,0.0015294891048026,0.0364615297577575,0.0364615297577575,1.037134404438505,20.728923206434413,0.04048617813756721,3.0315299813665066
respiratory_failure,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8693522166142889,0.0062214744977846,0.365324902981282,0.365324902981282,1.44098211148501,20.728923206434413,0.04048617813756721,3.0315299813665066
respiratory_failure,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.91184757362348,0.0034211474208494,0.3861592867809558,0.3861592867809558,1.4713190138198466,20.728923206434413,0.04048617813756721,3.0315299813665066
respiratory_failure,comorbidity,CheXzero,Edema,0.9082061503457104,0.9032269254844292,0.0049792248612811,0.2862608927203287,0.2862608927203287,1.331439772888303,20.728923206434413,0.04048617813756721,3.0315299813665066
respiratory_failure,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7875832757252221,0.002983332053153,0.0869232899454643,0.0869232899454643,1.0908130001840557,20.728923206434413,0.04048617813756721,3.0315299813665066
respiratory_failure,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7654652389886155,0.0051883021361872,0.2111978391772415,0.2111978391772415,1.2351566932747238,20.728923206434413,0.04048617813756721,3.0315299813665066
respiratory_failure,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9220102958254188,0.0026195401653107,0.2542871508029904,0.2542871508029904,1.289542044141387,20.728923206434413,0.04048617813756721,3.0315299813665066
respiratory_failure,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7922436466939523,0.0003609373606783,0.1140465028632011,0.1140465028632011,1.12080424427874,20.728923206434413,0.04048617813756721,3.0315299813665066
respiratory_failure,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7236051196002791,9.215936680462279e-08,-0.1429095580021127,0.1429095580021127,0.8668324634101816,20.728923206434413,0.04048617813756721,3.0315299813665066
respiratory_failure,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7916598320435173,0.0023342866756392,0.3493210535247676,0.3493210535247676,1.4181044046816034,20.728923206434413,0.04048617813756721,3.0315299813665066
pulmonary_fibrosis,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7670315487283408,-0.0004529362451524,-0.3417635813189391,0.3417635813189391,0.7105161641484208,20.728923206434413,0.04048617813756721,3.0315299813665066
pulmonary_fibrosis,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8752112807372119,0.0003624103748616,0.2227965031361407,0.2227965031361407,1.24956626504523,20.728923206434413,0.04048617813756721,3.0315299813665066
pulmonary_fibrosis,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9151912161071156,7.750493721370155e-05,0.0357114787979853,0.0357114787979853,1.0363567924438095,20.728923206434413,0.04048617813756721,3.0315299813665066
pulmonary_fibrosis,comorbidity,CheXzero,Edema,0.9082061503457104,0.9069147275791174,0.0012914227665929,0.3035337447344937,0.3035337447344937,1.3546373020468616,20.728923206434413,0.04048617813756721,3.0315299813665066
pulmonary_fibrosis,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7900381493714315,0.0005284584069437,-0.2878675139380411,0.2878675139380411,0.7498609317802121,20.728923206434413,0.04048617813756721,3.0315299813665066
pulmonary_fibrosis,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7673703790559843,0.0032831620688185,0.5916276754796344,0.5916276754796344,1.8069271140822416,20.728923206434413,0.04048617813756721,3.0315299813665066
pulmonary_fibrosis,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9249370182498804,-0.0003071822591507,-0.4517024526858588,0.4517024526858588,0.6365435433715441,20.728923206434413,0.04048617813756721,3.0315299813665066
pulmonary_fibrosis,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.790435494891899,0.0021690891627316,0.3056945781038908,0.3056945781038908,1.357567612348512,20.728923206434413,0.04048617813756721,3.0315299813665066
pulmonary_fibrosis,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7237154343623018,-0.0001102226026559,-0.1046186723231352,0.1046186723231352,0.9006679067116622,20.728923206434413,0.04048617813756721,3.0315299813665066
pulmonary_fibrosis,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7940261888739345,-3.207015477790787e-05,-0.1867527221797471,0.1867527221797471,0.8296488647853663,20.728923206434413,0.04048617813756721,3.0315299813665066
liver_disease,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.765959217644611,0.0006193948385774,0.0650867215486985,0.0650867215486985,1.0672515740804631,20.728923206434413,0.04048617813756721,3.0315299813665066
liver_disease,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8755593473883319,1.434372374164994e-05,-0.0299853202254221,0.0299853202254221,0.9704597795747448,20.728923206434413,0.04048617813756721,3.0315299813665066
liver_disease,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9152498416365468,1.887940778277919e-05,0.0255957274847687,0.0255957274847687,1.025926110896083,20.728923206434413,0.04048617813756721,3.0315299813665066
liver_disease,comorbidity,CheXzero,Edema,0.9082061503457104,0.9070563735750884,0.0011497767706218,0.122437013507441,0.122437013507441,1.1302479274792747,20.728923206434413,0.04048617813756721,3.0315299813665066
liver_disease,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.7911268146555035,-0.0005602068771283,-0.0731513711186557,0.0731513711186557,0.9294601259577832,20.728923206434413,0.04048617813756721,3.0315299813665066
liver_disease,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7707865198482071,-0.0001329787234043,0.0560783514921986,0.0560783514921986,1.0576805513396357,20.728923206434413,0.04048617813756721,3.0315299813665066
liver_disease,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.9238733011852502,0.0007565348054794,0.2118868116599027,0.2118868116599027,1.2360079754694944,20.728923206434413,0.04048617813756721,3.0315299813665066
liver_disease,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7924141246281479,0.0001904594264827,0.0469234159457033,0.0469234159457033,1.0480417427204036,20.728923206434413,0.04048617813756721,3.0315299813665066
liver_disease,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7249683409535306,-0.0013631291938847,-0.1380630582269061,0.1380630582269061,0.8710437635386925,20.728923206434413,0.04048617813756721,3.0315299813665066
liver_disease,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7914204449865412,0.0025736737326154,0.3752056563559756,0.3752056563559756,1.4552906736217108,20.728923206434413,0.04048617813756721,3.0315299813665066
anemia,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7563540743153185,0.0102245381678698,0.069802869792296,0.069802869792296,1.072296778331317,20.728923206434413,0.04048617813756721,3.0315299813665066
anemia,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.864207620311453,0.0113660708006204,0.4131595724974206,0.4131595724974206,1.5115862142772476,20.728923206434413,0.04048617813756721,3.0315299813665066
anemia,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9090424910881744,0.0062262299561551,0.343529027688116,0.343529027688116,1.4099144484457544,20.728923206434413,0.04048617813756721,3.0315299813665066
anemia,comorbidity,CheXzero,Edema,0.9082061503457104,0.9022917085322364,0.005914441813474,0.4118141996975195,0.4118141996975195,1.5095539346932307,20.728923206434413,0.04048617813756721,3.0315299813665066
anemia,comorbidity,CheXzero,Enlarged Cardiomediastinum,0.7905666077783752,0.77884527741506,0.0117213303633151,0.137313183795794,0.137313183795794,1.1471873727617448,20.728923206434413,0.04048617813756721,3.0315299813665066
anemia,comorbidity,CheXzero,Lung Opacity,0.7706535411248028,0.7632797509913444,0.0073737901334584,0.1723756672800868,0.1723756672800868,1.1881240887316789,20.728923206434413,0.04048617813756721,3.0315299813665066
anemia,comorbidity,CheXzero,Pleural Effusion,0.9246298359907296,0.916496773932034,0.0081330620586956,0.5257526643489264,0.5257526643489264,1.691731675433278,20.728923206434413,0.04048617813756721,3.0315299813665066
anemia,comorbidity,CheXzero,Pneumonia,0.7926045840546306,0.7866690413457501,0.0059355427088805,0.1683301770616986,0.1683301770616986,1.183327253669224,20.728923206434413,0.04048617813756721,3.0315299813665066
anemia,comorbidity,CheXzero,Pneumothorax,0.7236052117596459,0.7252773513103079,-0.001672139550662,-0.2878798827959024,0.2878798827959024,0.749851656914291,20.728923206434413,0.04048617813756721,3.0315299813665066
anemia,comorbidity,CheXzero,Support Devices,0.7939941187191566,0.7895587987886945,0.004435319930462,0.2891885342290291,0.2891885342290291,1.3353434627477423,20.728923206434413,0.04048617813756721,3.0315299813665066
smoking_history,comorbidity,CheXzero,Atelectasis,0.7665786124831884,0.7665044298491619,7.418263402647618e-05,-0.0899484575752141,0.0899484575752141,0.91397829271461,20.728923206434413,0.04048617813756721,3.0315299813665066
smoking_history,comorbidity,CheXzero,Cardiomegaly,0.8755736911120735,0.8745833957979368,0.0009902953141367,-0.2420934026302796,0.2420934026302796,0.7849828546642574,20.728923206434413,0.04048617813756721,3.0315299813665066
smoking_history,comorbidity,CheXzero,Consolidation,0.9152687210443294,0.9151087429046963,0.000159978139633,0.0091658859273231,0.0091658859273231,1.0092080212973462,20.728923206434413,0.04048617813756721,3.0315299813665066
smoking_history,comorbidity,CheXzero,Edema,0.9082061503457104,0.9080676258623324,0.0001385244833779,-0.044388129923683,0.044388129923683,0.9565826070773268,20.728923206434413,0.04048617813756721,3.0315299813665066
